structid	chain	unp
4EHA	A	P42574
4EHA	C	P42574
4EHD	A	P42574
4EHE	A	P15056
4EHE	B	P15056
4EHF	A	P42574
4EHG	A	P15056
4EHG	B	P15056
4EHH	A	P42574
4EHK	A	P42574
4EHK	C	P42574
4EHL	A	P42574
4EHL	C	P42574
4EHN	A	P42574
4EHP	A	P18206
4EHP	B	P35221
4EHR	A	Q07817
4EHV	A	Q16539
4EHZ	A	P23458
4EHZ	B	P23458
4EHZ	C	P23458
4EHZ	D	P23458
4EI4	A	P23458
4EI4	B	P23458
4EIH	A	P42684
4EIK	A	P06241
4EIY	A	P29274
4EJE	A	Q99816
4EJE	B	Q99816
4EJF	A	P55212
4EJF	B	P55212
4EJF	C	P55212
4EJF	D	P55212
4EJG	A	Q16696
4EJG	B	Q16696
4EJG	C	Q16696
4EJG	D	Q16696
4EJG	E	Q16696
4EJG	F	Q16696
4EJG	G	Q16696
4EJG	H	Q16696
4EJH	A	Q16696
4EJH	B	Q16696
4EJH	C	Q16696
4EJH	D	Q16696
4EJH	E	Q16696
4EJH	F	Q16696
4EJH	G	Q16696
4EJH	H	Q16696
4EJI	A	Q16696
4EJJ	A	P11509
4EJJ	B	P11509
4EJJ	C	P11509
4EJJ	D	P11509
4EJN	A	P31749
4EJQ	A	Q12756
4EJQ	B	Q12756
4EJQ	C	Q12756
4EJQ	D	Q12756
4EJQ	E	Q12756
4EJQ	F	Q12756
4EJQ	G	Q12756
4EJQ	H	Q12756
4EJX	A	P00450
4EJX	B	P05164
4EJX	D	P05164
4EK3	A	P24941
4EK4	A	P24941
4EK5	A	P24941
4EK6	A	P24941
4EK8	A	P24941
4EK9	A	Q8TEK3
4EKC	B	P41220
4EKC	D	P41220
4EKD	B	P41220
4EKG	A	Q8TEK3
4EKI	A	Q8TEK3
4EKK	A	P31749
4EKK	B	P31749
4EKK	C	P49841
4EKK	D	P49841
4EKL	A	P31749
4EKU	A	Q14289
4EKX	B	Q14116
4EKX	D	Q14116
4EKZ	A	P07237
4EL1	A	P07237
4EL1	B	P07237
4ELJ	A	P06400
4ELL	A	P06400
4ELL	B	P06400
4EM9	A	P37231
4EM9	B	P37231
4EMA	A	P37231
4EMA	B	P37231
4EMO	A	Q9H0F6
4EMO	B	Q9H0F6
4EMO	C	Q9H0F6
4EMO	D	Q9H0F6
4EMT	A	Q86WV6
4EMT	B	Q86WV6
4EMU	A	Q86WV6
4EMU	B	Q86WV6
4EMX	A	P02768
4EMX	B	P02768
4EN0	A	O43557
4EN0	B	O43557
4EN0	C	O43557
4EN3	C	P15813
4EN3	D	P61769
4EN4	A	O00764
4EN4	B	O00764
4ENH	A	Q9Y6A2
4ENO	A	P15531
4ENO	B	P15531
4ENX	A	P11309
4ENY	A	P11309
4ENZ	A	P00450
4EOH	A	O00764
4EOH	B	O00764
4EOI	A	P24941
4EOI	B	P20248
4EOI	C	P24941
4EOI	D	P20248
4EOJ	A	P24941
4EOJ	B	P20248
4EOJ	C	P24941
4EOJ	D	P20248
4EOK	A	P24941
4EOK	B	P20248
4EOK	C	P24941
4EOK	D	P20248
4EOL	A	P24941
4EOL	B	P20248
4EOL	C	P24941
4EOL	D	P20248
4EOM	A	P24941
4EOM	B	P20248
4EOM	C	P24941
4EOM	D	P20248
4EON	A	P24941
4EON	B	P20248
4EON	C	P24941
4EON	D	P20248
4EOO	A	P24941
4EOO	B	P20248
4EOO	C	P24941
4EOO	D	P20248
4EOP	A	P24941
4EOP	B	P20248
4EOP	C	P24941
4EOP	D	P20248
4EOQ	A	P24941
4EOQ	B	P20248
4EOQ	C	P24941
4EOQ	D	P20248
4EOR	A	P24941
4EOR	B	P20248
4EOR	C	P24941
4EOR	D	P20248
4EOS	A	P24941
4EOS	B	P20248
4EOS	C	P24941
4EOS	D	P20248
4EOT	A	Q8NHW3
4EOT	B	Q8NHW3
4EOZ	A	O43791
4EOZ	B	Q13618
4EOZ	C	O43791
4EOZ	D	Q13618
4EPR	A	P01116
4EPT	A	P01116
4EPU	A	Q15389
4EPU	B	Q15389
4EPV	A	P01116
4EPW	A	P01116
4EPX	A	P01116
4EPY	A	P01116
4EQ1	A	P27540
4EQ1	B	P27540
4EQC	A	Q13153
4EQE	A	P49773
4EQE	B	P49773
4EQG	A	P49773
4EQG	B	P49773
4EQH	A	P49773
4EQH	B	P49773
4EQU	A	O94804
4EQU	B	O94804
4EQZ	A	Q8TEK3
4ER0	A	Q8TEK3
4ER3	A	Q8TEK3
4ER5	A	Q8TEK3
4ER6	A	Q8TEK3
4ER7	A	Q8TEK3
4ERC	A	Q9BVJ7
4ERC	B	Q9BVJ7
4ERE	A	Q00987
4ERE	B	Q00987
4ERF	A	Q00987
4ERF	C	Q00987
4ERF	E	Q00987
4ERN	A	P19447
4ERO	A	O00625
4ERQ	A	P61964
4ERQ	B	P61964
4ERQ	C	P61964
4ERQ	D	O14686
4ERQ	E	O14686
4ERQ	F	O14686
4ERS	A	P47871
4ERV	A	Q15413
4ERW	A	P24941
4ERY	A	P61964
4ERY	D	Q8NEZ4
4ERZ	A	P61964
4ERZ	B	P61964
4ERZ	C	P61964
4ERZ	D	Q9UMN6
4ERZ	E	Q9UMN6
4ERZ	F	Q9UMN6
4ES0	A	P61964
4ES0	C	Q9UPS6
4ES7	A	P02760
4ESG	A	P61964
4ESG	B	P61964
4ESG	C	Q03164
4ESG	D	Q03164
4ESR	A	Q8N157
4ESR	B	Q8N157
4ET0	A	Q7L266
4ET0	B	Q7L266
4ET7	A	P54756
4ETG	A	P14174
4ETG	B	P14174
4ETG	C	P14174
4ETO	A	P26447
4ETO	B	P26447
4ETO	P	P35579
4EUI	A	P14174
4EUI	B	P14174
4EUI	C	P14174
4EUT	A	Q9UHD2
4EUT	B	Q9UHD2
4EUU	A	Q9UHD2
4EUU	B	Q9UHD2
4EUW	A	P48436
4EVG	A	P14174
4EVG	B	P14174
4EVG	C	P14174
4EW1	A	P22102
4EW2	A	P22102
4EW3	A	P22102
4EWA	A	O00625
4EWD	A	O00625
4EWE	A	O00625
4EWH	A	Q07912
4EWH	B	Q07912
4EWI	A	Q96MN2
4EWI	B	Q96MN2
4EWO	A	P56817
4EWQ	A	Q16539
4EWR	A	P61964
4EWR	C	O15047
4EWS	A	P11597
4EWW	A	P01308
4EWW	B	P01308
4EWW	C	P01308
4EWW	D	P01308
4EWX	A	P01308
4EWX	B	P01308
4EWX	C	P01308
4EWX	D	P01308
4EWZ	A	P01308
4EWZ	B	P01308
4EWZ	C	P01308
4EWZ	D	P01308
4EX0	A	P01308
4EX0	B	P01308
4EX0	C	P01308
4EX0	D	P01308
4EX1	A	P01308
4EX1	B	P01308
4EX1	C	P01308
4EX1	D	P01308
4EXG	A	P56817
4EXT	A	Q9UBZ9
4EXT	B	O60673
4EXT	C	Q9UI95
4EXU	A	O15264
4EXX	A	P01308
4EXX	B	P01308
4EXX	C	P01308
4EXX	D	P01308
4EXZ	A	P50120
4EXZ	B	P50120
4EY0	A	P19174
4EY0	B	P19174
4EY0	C	P19174
4EY0	D	P19174
4EY1	A	P01308
4EY1	B	P01308
4EY1	C	P01308
4EY1	D	P01308
4EY4	A	P22303
4EY4	B	P22303
4EY5	A	P22303
4EY5	B	P22303
4EY6	A	P22303
4EY6	B	P22303
4EY7	A	P22303
4EY7	B	P22303
4EY8	A	P22303
4EY9	A	P01308
4EY9	B	P01308
4EY9	C	P01308
4EY9	D	P01308
4EYC	A	P49913
4EYC	B	P49913
4EYD	A	P01308
4EYD	B	P01308
4EYD	C	P01308
4EYD	D	P01308
4EYH	B	Q9UNA4
4EYI	B	Q9UNA4
4EYJ	A	O15264
4EYM	A	O15264
4EYN	A	P01308
4EYN	B	P01308
4EYN	C	P01308
4EYN	D	P01308
4EYP	A	P01308
4EYP	B	P01308
4EYP	C	P01308
4EYP	D	P01308
4EZ3	A	P24941
4EZ5	A	Q00534
4EZ7	A	P24941
4EZA	A	Q13576
4EZA	B	Q13576
4EZF	A	Q9NZ45
4EZF	B	Q9NZ45
4EZJ	A	P48736
4EZK	A	P48736
4EZL	A	P48736
4EZM	A	P01854
4EZM	B	P01854
4EZM	C	P01854
4EZM	D	P01854
4EZM	E	P01854
4EZM	F	P01854
4EZM	G	P06734
4EZM	H	P06734
4EZM	I	P06734
4EZM	J	P06734
4EZM	K	P06734
4EZM	L	P06734
4F02	A	P11940
4F02	C	Q04637
4F02	D	P11940
4F02	F	Q04637
4F08	A	O60674
4F08	B	O60674
4F09	A	O60674
4F0D	A	Q8N5Y8
4F0D	B	Q8N5Y8
4F0E	A	Q460N3
4F0E	B	Q460N3
4F0E	C	Q460N3
4F0E	D	Q460N3
4F0I	A	P04629
4F0I	B	P04629
4F0N	A	P01308
4F0N	B	P01308
4F0N	C	P01308
4F0N	D	P01308
4F0O	A	P01308
4F0O	B	P01308
4F0O	C	P01308
4F0O	D	P01308
4F0X	A	O95822
4F0X	B	O95822
4F0X	C	O95822
4F0X	D	O95822
4F0X	E	O95822
4F0X	F	O95822
4F0X	G	O95822
4F0X	H	O95822
4F0Z	A	Q08209
4F0Z	B	P63098
4F11	A	O75899
4F12	A	O75899
4F14	A	O76041
4F14	B	A4UGR9
4F1A	A	P01308
4F1A	B	P01308
4F1A	C	P01308
4F1A	D	P01308
4F1B	A	P01308
4F1B	B	P01308
4F1B	C	P01308
4F1B	D	P01308
4F1C	A	P01308
4F1C	B	P01308
4F1C	C	P01308
4F1C	D	P01308
4F1D	A	P01308
4F1D	B	P01308
4F1D	C	P01308
4F1D	D	P01308
4F1E	A	Q9NZ45
4F1E	B	Q9NZ45
4F1E	C	Q9NZ45
4F1E	D	Q9NZ45
4F1E	E	Q9NZ45
4F1E	F	Q9NZ45
4F1E	G	Q9NZ45
4F1E	H	Q9NZ45
4F1E	I	Q9NZ45
4F1E	J	Q9NZ45
4F1E	K	Q9NZ45
4F1E	L	Q9NZ45
4F1E	M	Q9NZ45
4F1E	N	Q9NZ45
4F1E	O	Q9NZ45
4F1E	P	Q9NZ45
4F1E	Q	Q9NZ45
4F1E	R	Q9NZ45
4F1F	A	P01308
4F1F	B	P01308
4F1F	C	P01308
4F1F	D	P01308
4F1G	A	P01308
4F1G	B	P01308
4F1G	C	P01308
4F1G	D	P01308
4F1L	A	Q460N5
4F1L	B	Q460N5
4F1L	C	Q460N5
4F1L	D	Q460N5
4F1P	A	Q15027
4F1P	B	Q15027
4F1Q	A	Q460N5
4F1Q	B	Q460N5
4F1S	A	P48736
4F1Z	Q	P13645
4F20	Q	Q6E0U4
4F25	A	P11940
4F26	A	P11940
4F27	Q	P02671
4F28	A	Q9NZ45
4F28	B	Q9NZ45
4F2A	A	P11597
4F2C	A	Q9NZ45
4F2C	B	Q9NZ45
4F2J	C	O75362
4F2K	A	P14174
4F2K	B	P14174
4F2K	C	P14174
4F3F	C	Q13421
4F3I	A	O60885
4F3J	A	Q9BXJ0
4F3T	A	Q9UKV8
4F45	A	P28907
4F45	B	P28907
4F46	A	P28907
4F46	B	P28907
4F4D	A	P22830
4F4D	B	P22830
4F4P	A	P43405
4F4T	A	P01308
4F4T	B	P01308
4F4T	C	P01308
4F4T	D	P01308
4F4U	A	Q9NXA8
4F4U	B	Q9NXA8
4F4U	C	P68431
4F4U	D	P68431
4F4V	A	P01308
4F4V	B	P01308
4F4V	C	P01308
4F4V	D	P01308
4F51	A	P01308
4F51	B	P01308
4F51	C	P01308
4F51	D	P01308
4F52	A	Q13616
4F52	B	P62877
4F52	C	Q13616
4F52	D	P62877
4F52	E	Q92990
4F52	F	Q92990
4F56	A	Q9NXA8
4F56	B	Q9NXA8
4F56	C	P68431
4F56	D	P68431
4F59	A	P12931
4F5A	A	P12931
4F5B	A	P12931
4F5D	A	Q86WV6
4F5D	B	Q86WV6
4F5E	A	Q86WV6
4F5N	A	P06746
4F5O	A	P06746
4F5P	A	P06746
4F5Q	A	P06746
4F5R	A	P06746
4F5R	B	P06746
4F5W	A	Q86WV6
4F5Y	A	Q86WV6
4F5Y	B	Q86WV6
4F63	A	P11362
4F63	B	P11362
4F64	A	P11362
4F64	B	P11362
4F65	A	P11362
4F65	B	P11362
4F6M	A	Q86T24
4F6N	A	Q86T24
4F6S	A	P49336
4F6S	B	P24863
4F6U	A	P49336
4F6U	B	P24863
4F6W	A	P49336
4F6W	B	P24863
4F70	A	P49336
4F70	B	P24863
4F7B	A	Q14108
4F7B	B	Q14108
4F7B	C	Q14108
4F7B	D	Q14108
4F7B	E	Q14108
4F7B	F	Q14108
4F7H	A	Q96AC1
4F7J	A	P49336
4F7J	B	P24863
4F7L	A	P49336
4F7L	B	P24863
4F7N	A	P49336
4F7N	B	P24863
4F7O	A	Q92905
4F7O	B	Q92905
4F7S	A	P49336
4F7S	B	P24863
4F80	A	O00481
4F8C	B	Q15843
4F8C	D	Q15843
4F8E	A	P60891
4F8E	B	P60891
4F8F	A	P01308
4F8F	B	P01308
4F8F	C	P01308
4F8F	D	P01308
4F8Q	A	P78410
4F8T	A	O00478
4F91	B	O75643
4F92	B	O75643
4F93	B	O75643
4F95	A	Q9BY32
4F99	A	O00311
4F99	B	Q9UBU7
4F9A	A	O00311
4F9A	B	Q9UBU7
4F9A	C	O00311
4F9A	D	Q9UBU7
4F9B	A	O00311
4F9B	B	Q9UBU7
4F9B	C	O00311
4F9B	D	Q9UBU7
4F9C	A	O00311
4F9C	B	Q9UBU7
4F9E	A	Q86WV6
4F9G	A	Q86WV6
4F9G	C	Q86WV6
4F9K	A	P31321
4F9K	B	P31321
4F9K	C	P31321
4F9K	D	P31321
4F9M	A	P37231
4F9M	C	Q15788
4F9O	A	P19367
4F9O	B	P19367
4F9W	A	Q16539
4F9Y	A	Q16539
4F9Z	A	Q96DN0
4F9Z	B	Q96DN0
4F9Z	C	Q96DN0
4F9Z	D	Q96DN0
4F9Z	E	Q96DN0
4FA0	A	P53816
4FA2	A	Q16539
4FA3	A	P42330
4FA6	A	P48736
4FAD	A	P48736
4FAL	A	P42330
4FAM	A	P42330
4FAM	B	P42330
4FAP	A	P62942
4FAP	B	P42345
4FBJ	B	Q15843
4FBN	A	P19174
4FBX	A	P68400
4FC0	A	P15056
4FC0	B	P15056
4FC3	A	P69905
4FC3	B	P68871
4FC6	A	Q9NUI1
4FC6	B	Q9NUI1
4FC6	C	Q9NUI1
4FC6	D	Q9NUI1
4FC7	A	Q9NUI1
4FC7	B	Q9NUI1
4FC7	C	Q9NUI1
4FC7	D	Q9NUI1
4FCB	A	Q9Y233
4FCB	B	Q9Y233
4FCD	A	Q9Y233
4FCD	B	Q9Y233
4FCI	A	P05089
4FCI	B	P05089
4FCJ	A	Q13283
4FCJ	B	Q13283
4FCK	A	P05089
4FCK	B	P05089
4FCM	A	Q13283
4FCM	B	Q13283
4FCO	A	P56817
4FCP	A	P07900
4FCP	B	P07900
4FCQ	A	P07900
4FCR	A	P07900
4FDC	B	O95831
4FDD	A	Q92973
4FDD	B	P35637
4FDH	A	P19099
4FDH	B	P19099
4FDH	C	P19099
4FDH	D	P19099
4FDH	E	P19099
4FDH	F	P19099
4FDH	G	P19099
4FDH	H	P19099
4FDH	I	P19099
4FDH	J	P19099
4FDH	K	P19099
4FDH	L	P19099
4FDI	A	P34059
4FDI	B	P34059
4FDJ	A	P34059
4FDJ	B	P34059
4FDL	A	P55210
4FDL	B	P55210
4FE8	A	P42858
4FE8	B	P42858
4FE8	C	P42858
4FEA	A	P55210
4FEA	B	P55210
4FEB	A	P42858
4FEB	B	P42858
4FEB	C	P42858
4FEC	A	P42858
4FEC	B	P42858
4FEC	C	P42858
4FED	A	P42858
4FED	B	P42858
4FED	C	P42858
4FF9	A	P00441
4FF9	B	P00441
4FG3	A	P01308
4FG3	B	P01308
4FG3	C	P01308
4FG3	D	P01308
4FG7	A	Q14012
4FG8	A	Q14012
4FG8	B	Q14012
4FG9	A	Q14012
4FG9	B	Q14012
4FGB	A	Q14012
4FGF	A	P09038
4FGJ	A	P16083
4FGJ	B	P16083
4FGK	A	P16083
4FGK	B	P16083
4FGL	A	P16083
4FGL	B	P16083
4FGL	C	P16083
4FGL	D	P16083
4FGT	A	P04818
4FGU	A	Q99538
4FGU	B	Q99538
4FGX	A	P56817
4FGY	A	P37231
4FGY	B	Q15788
4FH0	A	Q96LW7
4FH0	B	Q96LW7
4FHH	B	Q15596
4FHI	B	Q15596
4FHJ	A	P48736
4FHK	A	P48736
4FHQ	A	Q92956
4FI6	A	P02766
4FI6	B	P02766
4FI7	A	P02766
4FI7	B	P02766
4FI8	A	P02766
4FI8	B	P02766
4FI9	A	Q9UH99
4FI9	B	Q8WXH0
4FIA	A	Q9Y6A2
4FIE	A	O96013
4FIE	B	O96013
4FIF	A	O96013
4FIF	B	O96013
4FIF	C	O96013
4FIF	D	O96013
4FIG	A	O96013
4FIG	B	O96013
4FIH	A	O96013
4FII	A	O96013
4FII	B	O96013
4FIJ	A	O96013
4FIK	A	P00918
4FIT	A	P49789
4FJ3	A	P63104
4FJ3	B	P63104
4FJ3	P	P04049
4FJV	A	Q96DC9
4FJV	B	P0CG48
4FJV	C	Q96DC9
4FJV	D	P0CG48
4FJY	A	P48736
4FJZ	A	P48736
4FK3	A	P15056
4FK3	B	P15056
4FK6	A	P23458
4FK6	B	P23458
4FKA	A	P01308
4FKA	B	P01308
4FKA	C	P01308
4FKA	D	P01308
4FKG	A	P24941
4FKI	A	P24941
4FKJ	A	P24941
4FKL	A	P24941
4FKO	A	P24941
4FKP	A	P24941
4FKQ	A	P24941
4FKR	A	P24941
4FKS	A	P24941
4FKT	A	P24941
4FKU	A	P24941
4FKV	A	P24941
4FKW	A	P24941
4FL1	A	P43405
4FL2	A	P43405
4FL3	A	P43405
4FL5	A	P31947
4FL5	B	P31947
4FL5	P	P10636
4FL5	Q	P10636
4FL6	A	Q96JM7
4FL6	B	Q96JM7
4FL7	A	P00918
4FLA	A	Q9NQG5
4FLA	B	Q9NQG5
4FLA	C	Q9NQG5
4FLA	D	Q9NQG5
4FLB	A	Q5VT52
4FLH	A	P48736
4FLI	A	P53582
4FLJ	A	P53582
4FLK	A	P53582
4FLL	A	P53582
4FLP	A	Q58F21
4FLP	B	Q58F21
4FM7	A	P56817
4FM8	A	P56817
4FM9	A	P11388
4FMB	B	P62820
4FMB	D	P62820
4FMB	F	P62820
4FMC	B	P62820
4FMC	D	P62820
4FMC	F	P62820
4FMD	B	P62820
4FMD	D	P62820
4FMD	F	P62820
4FME	B	P62820
4FME	C	P62330
4FME	E	P62820
4FME	F	P62330
4FMF	A	Q15223
4FMF	B	Q15223
4FMF	C	Q15223
4FMF	D	Q15223
4FMQ	A	P28482
4FMU	A	Q9BYW2
4FMW	A	Q8TBZ6
4FMW	B	Q8TBZ6
4FNC	A	Q13569
4FNW	A	Q9UM73
4FNX	A	Q9UM73
4FNY	A	Q9UM73
4FNZ	A	Q9UM73
4FO0	A	Q9H981
4FO6	A	Q9UGP5
4FO9	A	O75928
4FOB	A	Q9UM73
4FOC	A	Q9UM73
4FOD	A	Q9UM73
4FOE	A	P19367
4FOE	B	P19367
4FOI	A	P19367
4FOI	B	P19367
4FOM	A	Q9NQS3
4FP9	A	Q96CB9
4FP9	B	Q7Z6M4
4FP9	C	Q96CB9
4FP9	D	Q96CB9
4FP9	E	Q7Z6M4
4FP9	F	Q96CB9
4FP9	G	Q7Z6M4
4FP9	H	Q7Z6M4
4FPA	A	P19367
4FPA	B	P19367
4FPB	A	P19367
4FPB	B	P19367
4FPT	A	P00918
4FQ3	A	Q92973
4FQ3	B	P35637
4FQF	A	P05091
4FQF	B	P05091
4FQF	C	P05091
4FQF	D	P05091
4FQG	A	O14776
4FQG	B	O14776
4FQN	A	Q9BSQ5
4FQN	B	Q9BSQ5
4FQN	C	Q9BSQ5
4FQN	D	Q9BSQ5
4FQP	A	P15151
4FQX	A	P01903
4FQX	B	P04229
4FQX	C	P28067
4FQX	D	P28068
4FQZ	A	O00214
4FR3	A	P31947
4FR3	P	Q9NPC2
4FR4	A	Q8WU08
4FR4	B	Q8WU08
4FR4	C	Q8WU08
4FR4	D	Q8WU08
4FR4	E	Q8WU08
4FR4	F	Q8WU08
4FR8	A	P05091
4FR8	B	P05091
4FR8	C	P05091
4FR8	D	P05091
4FR8	E	P05091
4FR8	F	P05091
4FR8	G	P05091
4FR8	H	P05091
4FRC	A	P00918
4FRI	A	P56817
4FRJ	A	P56817
4FRK	A	P56817
4FRS	A	P56817
4FRS	B	P56817
4FRW	A	Q96NY8
4FRW	B	Q96NY8
4FRW	C	Q96NY8
4FRW	D	Q96NY8
4FRW	E	Q96NY8
4FRW	F	Q96NY8
4FS1	A	Q9UNA4
4FS2	A	Q9UNA4
4FS4	A	P56817
4FS4	B	P56817
4FSE	A	P56817
4FSE	B	P56817
4FSE	D	P56817
4FSE	E	P56817
4FSL	A	P56817
4FSL	B	P56817
4FSL	D	P56817
4FSL	E	P56817
4FSM	A	O14757
4FSN	A	O14757
4FSQ	A	O14757
4FSR	A	O14757
4FSS	A	P20936
4FSS	B	P20936
4FSS	C	P20936
4FST	A	O14757
4FSU	A	O14757
4FSV	A	P54652
4FSW	A	O14757
4FSY	A	O14757
4FSZ	A	O14757
4FT0	A	O14757
4FT2	P	P68431
4FT3	A	O14757
4FT5	A	O14757
4FT7	A	O14757
4FT9	A	O14757
4FTA	A	O14757
4FTC	A	O14757
4FTG	A	P60903
4FTG	B	P60903
4FTG	C	P07355
4FTG	D	P07355
4FTG	E	Q09666
4FTI	A	O14757
4FTJ	A	O14757
4FTK	A	O14757
4FTL	A	O14757
4FTM	A	O14757
4FTN	A	O14757
4FTO	A	O14757
4FTQ	A	O14757
4FTR	A	O14757
4FTT	A	O14757
4FTU	A	O14757
4FU3	A	Q9NQG5
4FU3	B	Q9NQG5
4FU4	A	P45452
4FU4	B	P45452
4FU4	C	P45452
4FU4	D	P45452
4FU5	A	P00918
4FU6	A	O75475
4FU7	A	P00749
4FU8	A	P00749
4FU9	A	P00749
4FUB	A	P00749
4FUC	A	P00749
4FUD	A	P00749
4FUE	A	P00749
4FUF	A	P00749
4FUG	A	P00749
4FUH	A	P00749
4FUI	A	P00749
4FUJ	A	P00749
4FUL	A	P48736
4FUX	A	P28482
4FUY	A	P28482
4FV0	A	P28482
4FV1	A	P28482
4FV2	A	P28482
4FV3	A	P28482
4FV4	A	P28482
4FV5	A	P28482
4FV6	A	P28482
4FV7	A	P28482
4FV8	A	P28482
4FV9	A	P28482
4FVL	A	P45452
4FVL	B	P45452
4FVL	C	P45452
4FVL	D	P45452
4FVN	A	P00918
4FVO	A	P00918
4FVP	A	O60674
4FVQ	A	O60674
4FVR	A	O60674
4FVT	A	Q9NTG7
4FWF	A	Q8NB78
4FWF	E	P68431
4FWW	A	Q04912
4FX3	A	P24941
4FX3	B	P20248
4FX3	C	P24941
4FX3	D	P20248
4FXF	A	P14618
4FXF	B	P14618
4FXF	C	P14618
4FXF	D	P14618
4FXG	A	P0C0L4
4FXG	B	P0C0L4
4FXG	C	P0C0L4
4FXG	D	P0C0L4
4FXG	E	P0C0L4
4FXG	F	P0C0L4
4FXG	G	O00187
4FXG	H	O00187
4FXG	I	O00187
4FXG	J	O00187
4FXJ	A	P14618
4FXJ	B	P14618
4FXJ	C	P14618
4FXJ	D	P14618
4FXK	A	P0C0L4
4FXK	B	P0C0L4
4FXK	C	P0C0L4
4FXL	A	P61769
4FXO	A	P55212
4FXO	B	P55212
4FXO	C	P55212
4FXO	D	P55212
4FXV	A	Q15717
4FXV	B	Q15717
4FXV	C	Q15717
4FXV	D	Q15717
4FXW	A	P26368
4FXW	B	Q15637
4FXW	C	P26368
4FXW	D	Q15637
4FXX	A	Q15637
4FXX	B	Q15637
4FXX	C	Q15637
4FXX	D	Q15637
4FYN	A	P43405
4FYO	A	P43405
4FYQ	A	P15144
4FYR	A	P15144
4FYS	A	P15144
4FYS	C	P01019
4FYT	A	P15144
4FZ3	A	Q9NTG7
4FZ3	B	P04637
4FZ5	A	P58753
4FZ5	B	P58753
4FZ6	A	P43405
4FZ7	A	P43405
4FZA	A	Q9Y376
4FZA	B	Q9P289
4FZD	A	Q9Y376
4FZD	B	Q9P289
4FZD	C	Q9P289
4FZF	A	Q9Y376
4FZF	B	Q9P289
4FZS	A	Q13596
4FZS	B	Q13596
4FZV	A	Q96CB9
4FZV	B	Q7Z6M4
4G03	A	P02768
4G03	B	P02768
4G04	A	P02768
4G04	B	P02768
4G0C	A	P00918
4G0D	A	P45452
4G0D	B	P45452
4G0D	C	P45452
4G0D	D	P45452
4G0D	W	P45452
4G0D	X	P45452
4G0D	Y	P45452
4G0D	Z	P45452
4G0N	A	P01112
4G0N	B	P04049
4G0U	A	Q02880
4G0U	B	Q02880
4G0V	A	Q02880
4G0V	B	Q02880
4G0W	A	Q02880
4G0W	B	Q02880
4G11	A	P48736
4G16	A	Q9Y6M4
4G17	A	Q9Y6M4
4G1C	A	Q9NXA8
4G1C	B	Q9NXA8
4G1D	B	Q15788
4G1E	A	P06756
4G1E	B	P05106
4G1F	A	P27487
4G1F	B	P27487
4G1F	C	P27487
4G1F	D	P27487
4G1M	A	P06756
4G1M	B	P05106
4G1N	A	P14618
4G1N	B	P14618
4G1N	C	P14618
4G1N	D	P14618
4G1T	A	P09913
4G1T	B	P09913
4G1W	A	P45983
4G1W	B	Q9UQF2
4G1Y	B	Q15788
4G1Z	B	Q15788
4G20	B	Q15788
4G21	B	Q15788
4G2F	A	P29320
4G2H	B	Q15788
4G2I	A	P11473
4G2J	A	O76083
4G2J	B	O76083
4G2L	A	O76083
4G2L	B	O76083
4G2O	X	P04818
4G2V	B	Q5SYB0
4G2W	A	O76074
4G2Y	A	O76074
4G31	A	Q9NZJ5
4G34	A	Q9NZJ5
4G3O	A	Q9UKV5
4G3X	A	P01112
4G3X	B	P04049
4G3Y	C	P01375
4G55	A	Q00610
4G5J	A	P00533
4G5O	A	P08754
4G5O	B	P08754
4G5O	C	P08754
4G5O	D	P08754
4G5P	A	P00533
4G5P	B	P00533
4G5Q	A	P63096
4G5Q	B	P63096
4G5Q	C	P63096
4G5Q	D	P63096
4G5R	A	P08754
4G5R	B	P08754
4G5R	C	P08754
4G5R	D	P08754
4G5S	A	P08754
4G5S	B	P08754
4G5S	C	P08754
4G5S	D	P08754
4G69	A	Q12959
4G69	B	P25054
4G6J	A	P01584
4G6L	A	P49336
4G6L	B	P24863
4G6M	A	P01584
4G6N	A	P28482
4G6O	A	P28482
4G6W	X	P04818
4G82	A	O15350
4G82	B	O15350
4G83	A	O15350
4G83	B	O15350
4G84	A	P12081
4G84	B	P12081
4G85	A	P12081
4G85	B	P12081
4G8A	A	O00206
4G8A	B	O00206
4G8A	C	Q9Y6Y9
4G8A	D	Q9Y6Y9
4G8K	A	Q05823
4G8K	B	Q05823
4G8L	A	Q05823
4G8L	B	Q05823
4G8L	C	Q05823
4G8L	D	Q05823
4G8O	A	P05121
4G8O	B	P05121
4G8O	C	P05121
4G8O	D	P05121
4G8R	A	P05121
4G8R	B	P05121
4G95	A	P00374
4G96	A	P06734
4G96	B	P06734
4G96	C	P06734
4G96	D	P06734
4G9A	A	P06734
4G9A	B	P06734
4G9A	C	P06734
4G9A	D	P06734
4G9C	A	P15056
4G9C	B	P15056
4G9J	A	P62136
4G9J	B	P62136
4G9L	A	P08254
4G9L	B	P08254
4G9R	A	P15056
4G9R	B	P15056
4GA0	A	P49792
4GA3	A	P14324
4GA7	A	P30740
4GA7	B	P30740
4GA8	A	O60218
4GAB	A	O60218
4GAF	A	P01584
4GAF	B	P14778
4GAH	A	Q5T1C6
4GAH	B	Q5T1C6
4GAL	A	P47929
4GAL	B	P47929
4GAO	A	Q6PH85
4GAO	B	Q6PH85
4GAO	C	P61081
4GAO	D	Q6PH85
4GAO	E	P61081
