chain	clen	end	method	resolution	start	structid	unp
A	1.0	1025.0	x-ray diffraction	1.6	292.0	3B6E	Q9BYX4
A	1.0	158.0	solution nmr	-1.0	29.0	2KV3	Q9BYZ8
A	1.0	409.0	x-ray diffraction	1.58	204.0	1R55	Q9BZ11
B	1.0	568.0	x-ray diffraction	2.14	207.0	5E26	Q9BZ23
A	1.0	2066.0	solution nmr	-1.0	164.0	1WG7	Q9BZ29
A	1.0	1413.0	x-ray diffraction	1.8	957.0	4YZ8	Q9BZ95
A	1.0	235.0	solution nmr	-1.0	48.0	2DGP	Q9BZC1
C	1.0	169.0	x-ray diffraction	2.88	4.0	2VE7	Q9BZD4
A	1.0	265.0	solution nmr	-1.0	149.0	1V88	Q9BZF1
A	1.0	140.0	x-ray diffraction	1.95	50.0	1UW4	Q9BZI7
A	1.0	514.0	x-ray diffraction	2.28	152.0	4LG9	Q9BZK7
A	1.0	73.0	x-ray diffraction	2.0	1.0	4PYU	Q9BZL1
A	1.0	509.0	solution nmr	-1.0	398.0	2COA	Q9BZL6
C	1.0	207.0	x-ray diffraction	2.6	30.0	1KCG	Q9BZM4
A	1.0	400.0	x-ray diffraction	2.25	21.0	2YBU	Q9BZP6
A	1.0	311.0	x-ray diffraction	1.52	26.0	1OZN	Q9BZR6
F	1.0	442.0	x-ray diffraction	3.4	1.0	4WK8	Q9BZS1
A	1.0	231.0	x-ray diffraction	2.61	18.0	1UEJ	Q9BZX2
A	1.0	66.0	solution nmr	-1.0	1.0	2YSJ	Q9BZY9
A	1.0	446.0	x-ray diffraction	2.6	2.0	3V6A	Q9BZZ5
C	1.0	1462.0	x-ray diffraction	1.99	1.0	4IFP	Q9C000
A	1.0	56.0	x-ray diffraction	2.0	50.0	3BUN	Q9C004
A	1.0	99.0	x-ray diffraction	2.23	24.0	4RIQ	Q9C005
A	1.0	530.0	solution nmr	-1.0	435.0	2DB8	Q9C026
A	1.0	129.0	solution nmr	-1.0	1.0	2YRG	Q9C035
D	1.0	1235.0	x-ray diffraction	2.1	1229.0	4NXQ	Q9C0A0
A	1.0	504.0	x-ray diffraction	2.53	32.0	4IE0	Q9C0B1
B	1.0	168.0	x-ray diffraction	2.1	58.0	2V66	Q9GZM8
A	1.0	123.0	x-ray diffraction	1.7	1.0	3VTV	Q9GZQ8
A	1.0	304.0	x-ray diffraction	2.3	5.0	3OW8	Q9GZS3
A	1.0	329.0	x-ray diffraction	1.7	3.0	3L6R	Q9GZT4
A	1.0	419.0	x-ray diffraction	1.7	183.0	2G19	Q9GZT9
A	1.0	129.0	x-ray diffraction	1.95	40.0	4BHX	Q9GZU2
A	1.0	256.0	x-ray diffraction	2.3	77.0	3L0Y	Q9GZU7
A	1.0	170.0	x-ray diffraction	1.5	29.0	2P39	Q9GZV9
A	1.0	179.0	x-ray diffraction	2.6	38.0	1YKB	Q9GZX6
B	1.0	141.0	x-ray diffraction	1.9	134.0	3MAZ	Q9GZY6
A	1.0	169.0	x-ray diffraction	2.1	1.0	2PSW	Q9GZZ1
A	1.0	329.0	x-ray diffraction	2.0	69.0	3H8V	Q9GZZ9
A	1.0	269.0	x-ray diffraction	1.92	1.0	2X4D	Q9H008
A	1.0	205.0	x-ray diffraction	1.55	1.0	3NR5	Q9H063
B	1.0	373.0	solution nmr	-1.0	123.0	1JH4	Q9H074
B	1.0	420.0	x-ray diffraction	2.1	389.0	4M1L	Q9H095
A	1.0	479.0	x-ray diffraction	2.75	217.0	3CEQ	Q9H0B6
A	1.0	274.0	solution nmr	-1.0	1.0	1WGL	Q9H0E2
A	1.0	514.0	solution nmr	-1.0	440.0	1X4J	Q9H0F5
A	1.0	124.0	x-ray diffraction	2.0	2.0	4EMO	Q9H0F6
A	1.0	182.0	x-ray diffraction	2.0	16.0	2H57	Q9H0F7
A	1.0	546.0	x-ray diffraction	2.7	284.0	3WPS	Q9H0H5
A	1.0	681.0	x-ray diffraction	2.2	495.0	2PQF	Q9H0J9
A	1.0	917.0	x-ray diffraction	2.1	494.0	1ND7	Q9H0M0
A	1.0	307.0	solution nmr	-1.0	246.0	2E61	Q9H0M4
A	1.0	130.0	x-ray diffraction	1.45	32.0	4C45	Q9H0N5
A	1.0	336.0	x-ray diffraction	2.67	64.0	2CN1	Q9H0P0
A	1.0	259.0	x-ray diffraction	2.3	5.0	3HLT	Q9H0R4
A	1.0	115.0	x-ray diffraction	1.65	2.0	2R2Q	Q9H0R8
A	1.0	230.0	x-ray diffraction	1.4	11.0	3BER	Q9H0S4
A	1.0	174.0	x-ray diffraction	1.7	3.0	3NKV	Q9H0U4
B	1.0	510.0	x-ray diffraction	1.8	498.0	4LG6	Q9H0W5
A	1.0	86.0	solution nmr	-1.0	1.0	2D8R	Q9H0W7
A	1.0	315.0	x-ray diffraction	1.7	3.0	1XCR	Q9H0W9
A	1.0	126.0	solution nmr	-1.0	24.0	2CQD	Q9H0Z9
A	1.0	316.0	x-ray diffraction	2.1	59.0	4D6K	Q9H147
A	1.0	280.0	solution nmr	-1.0	209.0	2M0C	Q9H161
A	1.0	166.0	solution nmr	-1.0	6.0	2L4M	Q9H171
A	1.0	784.0	solution nmr	-1.0	705.0	2CS3	Q9H1B7
A	1.0	155.0	solution nmr	-1.0	61.0	2YU3	Q9H1D9
A	1.0	156.0	solution nmr	-1.0	29.0	2HKY	Q9H1E1
A	1.0	526.0	solution nmr	-1.0	463.0	2DI0	Q9H1I8
A	1.0	155.0	solution nmr	-1.0	70.0	2L08	Q9H1J1
B	1.0	784.0	x-ray diffraction	1.92	441.0	1Z0K	Q9H1K0
A	1.0	145.0	x-ray diffraction	2.4	5.0	1YZ4	Q9H1R2
B	1.0	587.0	x-ray diffraction	2.6	566.0	3KF9	Q9H1R3
N	1.0	275.0	x-ray diffraction	2.19	2.0	4NAW	Q9H1Y0
B	1.0	440.0	solution nmr	-1.0	167.0	2LE8	Q9H211
A	1.0	312.0	x-ray diffraction	2.62	15.0	4NTJ	Q9H244
B	1.0	1114.0	solution nmr	-1.0	943.0	2KBR	Q9H251
C	1.0	736.0	x-ray diffraction	2.6	642.0	4BX9	Q9H269
A	1.0	93.0	solution nmr	-1.0	1.0	1SJ6	Q9H299
A	1.0	278.0	solution nmr	-1.0	154.0	1UGK	Q9H2B2
A	1.0	247.0	x-ray diffraction	2.8	6.0	3HVE	Q9H2C0
A	1.0	310.0	x-ray diffraction	2.85	19.0	2JFM	Q9H2G2
A	1.0	160.0	x-ray diffraction	2.6	1.0	1XYH	Q9H2H8
A	1.0	1162.0	x-ray diffraction	2.1	484.0	4L33	Q9H2K2
A	1.0	216.0	solution nmr	-1.0	155.0	2MA7	Q9H2S9
A	1.0	70.0	solution nmr	-1.0	53.0	2N16	Q9H2U1
A	1.0	398.0	x-ray diffraction	1.9	104.0	1K9J	Q9H2X3
A	1.0	548.0	solution nmr	-1.0	462.0	2KIU	Q9H334
A	1.0	655.0	solution nmr	-1.0	12.0	1WX7	Q9H347
A	1.0	614.0	x-ray diffraction	2.3	537.0	4IVE	Q9H361
A	1.0	622.0	solution nmr	-1.0	153.0	2Y9T	Q9H3D4
A	1.0	130.0	x-ray diffraction	2.64	29.0	4UES	Q9H3F6
A	1.0	293.0	x-ray diffraction	2.5	59.0	1ZTP	Q9H3H3
A	1.0	296.0	x-ray diffraction	1.9	118.0	5CV0	Q9H3L0
B	1.0	283.0	x-ray diffraction	1.34	272.0	4ROH	Q9H3M7
A	1.0	185.0	x-ray diffraction	2.7	2.0	3O65	Q9H3M9
A	1.0	142.0	solution nmr	-1.0	30.0	1X5E	Q9H3N1
A	1.0	994.0	x-ray diffraction	2.55	10.0	2XML	Q9H3R0
A	1.0	242.0	x-ray diffraction	1.8	16.0	3S4Y	Q9H3S4
A	1.0	361.0	x-ray diffraction	1.95	4.0	3RAU	Q9H3S7
A	1.0	135.0	solution nmr	-1.0	1.0	2DBA	Q9H3U1
B	1.0	224.0	x-ray diffraction	2.1	23.0	3C3Q	Q9H444
A	1.0	121.0	solution nmr	-1.0	1.0	2EBM	Q9H446
A	1.0	322.0	x-ray diffraction	2.1	15.0	2FV7	Q9H477
A	1.0	125.0	x-ray diffraction	2.65	1.0	3ECI	Q9H492
A	1.0	482.0	x-ray diffraction	1.84	210.0	4PWN	Q9H4A3
A	1.0	297.0	x-ray diffraction	2.9	59.0	3KN1	Q9H4A6
A	1.0	332.0	x-ray diffraction	1.9	52.0	4B6L	Q9H4B4
A	1.0	154.0	x-ray diffraction	1.5	4.0	4AIW	Q9H4G4
A	1.0	674.0	solution nmr	-1.0	494.0	2DA5	Q9H4I2
A	1.0	253.0	x-ray diffraction	2.6	2.0	3WSO	Q9H4M3
A	1.0	153.0	x-ray diffraction	2.27	47.0	1UPR	Q9H4M7
A	1.0	534.0	solution nmr	-1.0	401.0	2KFF	Q9H4M9
D	1.0	317.0	x-ray diffraction	2.3	193.0	2GWF	Q9H4P4
A	1.0	204.0	x-ray diffraction	2.1	76.0	3EP0	Q9H4Q4
A	1.0	288.0	solution nmr	-1.0	225.0	2COT	Q9H4T2
A	1.0	414.0	x-ray diffraction	3.1	261.0	3N50	Q9H4W6
A	1.0	239.0	x-ray diffraction	1.9	2.0	3Q19	Q9H4Y5
A	1.0	86.0	solution nmr	-1.0	40.0	2JX8	Q9H4Z3
A	1.0	410.0	x-ray diffraction	2.0	124.0	2R3A	Q9H5I1
A	1.0	167.0	solution nmr	-1.0	81.0	2EEH	Q9H5P4
A	1.0	160.0	solution nmr	-1.0	28.0	2M5H	Q9H5X1
A	1.0	368.0	x-ray diffraction	2.05	22.0	4JOI	Q9H668
A	1.0	141.0	solution nmr	-1.0	55.0	2E5G	Q9H6E5
A	1.0	136.0	x-ray diffraction	2.4	68.0	4A3N	Q9H6I2
A	1.0	416.0	x-ray diffraction	2.0	41.0	2A8I	Q9H6P5
A	1.0	193.0	x-ray diffraction	2.1	36.0	4M4Z	Q9H6Q3
A	1.0	1421.0	solution nmr	-1.0	1288.0	2YU6	Q9H6S0
A	1.0	713.0	solution nmr	-1.0	511.0	1WWU	Q9H6S3
A	1.0	381.0	x-ray diffraction	3.0	125.0	4CGW	Q9H6T3
F	1.0	220.0	x-ray diffraction	1.8	38.0	3N2N	Q9H6X2
A	1.0	522.0	x-ray diffraction	2.1	380.0	2Y8F	Q9H6Z4
A	1.0	871.0	solution nmr	-1.0	801.0	2DKZ	Q9H706
A	1.0	361.0	x-ray diffraction	1.7	3.0	3ZWF	Q9H777
A	1.0	122.0	x-ray diffraction	2.59	2.0	2Q4Q	Q9H7C9
A	1.0	701.0	x-ray diffraction	1.78	1.0	3S6W	Q9H7E2
A	1.0	192.0	x-ray diffraction	1.34	47.0	3TOW	Q9H7P6
A	1.0	449.0	x-ray diffraction	1.94	176.0	2GIV	Q9H7Z6
A	1.0	323.0	solution nmr	-1.0	223.0	2XC7	Q9H814
A	1.0	510.0	x-ray diffraction	2.16	1.0	3ZDK	Q9H816
B	1.0	131.0	x-ray diffraction	2.0	47.0	1Y96	Q9H840
A	1.0	228.0	x-ray diffraction	1.8	7.0	4LG1	Q9H867
A	1.0	239.0	x-ray diffraction	1.85	137.0	4YYJ	Q9H8M2
A	1.0	584.0	x-ray diffraction	3.6	429.0	4IY2	Q9H8M5
A	1.0	216.0	x-ray diffraction	2.1	10.0	4JIZ	Q9H8S9
A	1.0	200.0	solution nmr	-1.0	147.0	1X4W	Q9H8U3
A	1.0	361.0	x-ray diffraction	3.11	45.0	4N40	Q9H8V3
A	1.0	501.0	solution nmr	-1.0	396.0	2DS4	Q9H8W5
A	1.0	208.0	x-ray diffraction	1.9	4.0	4EDJ	Q9H8Y8
B	1.0	590.0	x-ray diffraction	2.55	1.0	3IF8	Q9H900
A	1.0	624.0	x-ray diffraction	2.6	34.0	4FO0	Q9H981
A	1.0	368.0	x-ray diffraction	2.05	11.0	2I7P	Q9H999
A	1.0	625.0	x-ray diffraction	1.55	2.0	3MXN	Q9H9A7
A	1.0	1266.0	x-ray diffraction	2.78	765.0	3MO0	Q9H9B1
A	1.0	312.0	x-ray diffraction	1.85	142.0	3V2X	Q9H9E1
C	1.0	416.0	x-ray diffraction	2.0	408.0	4CY2	Q9H9L4
D	1.0	230.0	x-ray diffraction	3.94	1.0	3RWR	Q9H9Q4
A	1.0	157.0	solution nmr	-1.0	75.0	2KT0	Q9H9S0
B	1.0	335.0	x-ray diffraction	2.9	15.0	3ZHP	Q9H9S4
A	1.0	186.0	solution nmr	-1.0	124.0	2LI8	Q9H9Z2
A	1.0	240.0	x-ray diffraction	3.0	22.0	2UVQ	Q9HA47
A	1.0	307.0	x-ray diffraction	2.3	7.0	1P9O	Q9HAB8
A	1.0	275.0	x-ray diffraction	2.5	5.0	1KQO	Q9HAN9
A	1.0	172.0	solution nmr	-1.0	93.0	2DKR	Q9HAP6
A	1.0	340.0	x-ray diffraction	2.0	5.0	3NWN	Q9HAQ2
A	1.0	391.0	x-ray diffraction	2.16	29.0	5AFB	Q9HAR2
A	1.0	280.0	x-ray diffraction	3.25	15.0	3EGB	Q9HAT8
A	1.0	271.0	solution nmr	-1.0	157.0	2DKP	Q9HAU0
A	1.0	741.0	solution nmr	-1.0	10.0	2KXQ	Q9HAU4
A	1.0	1198.0	x-ray diffraction	2.6	122.0	4CEM	Q9HAU5
A	1.0	1136.0	x-ray diffraction	2.92	2.0	3A6P	Q9HAV4
A	1.0	100.0	x-ray diffraction	1.9	1.0	3RCP	Q9HB20
A	1.0	293.0	x-ray diffraction	1.4	190.0	1EAZ	Q9HB21
B	1.0	176.0	x-ray diffraction	2.2	1.0	2A25	Q9HB71
H	1.0	876.0	x-ray diffraction	3.2	778.0	2OF5	Q9HB75
A	1.0	237.0	x-ray diffraction	1.4	61.0	3LLU	Q9HB90
A	1.0	535.0	x-ray diffraction	2.0	275.0	2ILR	Q9HB96
A	1.0	397.0	x-ray diffraction	2.85	149.0	4DX1	Q9HBA0
A	1.0	397.0	x-ray diffraction	2.7	88.0	4ZLC	Q9HBD1
A	1.0	445.0	solution nmr	-1.0	286.0	2EPS	Q9HBE1
N	1.0	162.0	x-ray diffraction	2.8	30.0	3TGX	Q9HBE4
M	1.0	232.0	x-ray diffraction	2.8	20.0	3TGX	Q9HBE5
A	1.0	243.0	x-ray diffraction	1.7	64.0	3G5K	Q9HBH1
A	1.0	371.0	x-ray diffraction	2.71	72.0	2HW7	Q9HBH9
A	1.0	397.0	x-ray diffraction	2.0	268.0	4EDM	Q9HBI1
A	1.0	298.0	x-ray diffraction	1.85	1.0	2WM3	Q9HBL8
A	1.0	223.0	x-ray diffraction	2.88	118.0	2VE7	Q9HBM1
A	1.0	199.0	solution nmr	-1.0	133.0	2DMT	Q9HBU1
A	1.0	351.0	x-ray diffraction	1.34	347.0	4P0C	Q9HBW0
A	1.0	442.0	solution nmr	-1.0	44.0	2DL9	Q9HBW1
A	1.0	63.0	solution nmr	-1.0	23.0	2M7P	Q9HBX9
A	1.0	384.0	solution nmr	-1.0	191.0	2JYW	Q9HC16
A	1.0	44.0	x-ray diffraction	2.9	16.0	4CGC	Q9HC35
A	1.0	287.0	x-ray diffraction	1.9	1.0	3ZI1	Q9HC38
A	1.0	60.0	x-ray diffraction	1.55	9.0	3I91	Q9HC52
A	1.0	352.0	solution nmr	-1.0	246.0	2EE0	Q9HC56
A	1.0	589.0	x-ray diffraction	3.2	364.0	2IO3	Q9HC62
A	1.0	352.0	solution nmr	-1.0	197.0	1V95	Q9HCD5
A	1.0	340.0	solution nmr	-1.0	13.0	2LAZ	Q9HCE7
B	1.0	406.0	x-ray diffraction	2.0	123.0	4C9B	Q9HCG8
B	1.0	56.0	x-ray diffraction	1.8	10.0	3BC1	Q9HCH5
C	1.0	116.0	x-ray diffraction	3.25	1.0	4B7Y	Q9HCI7
B	1.0	1396.0	x-ray diffraction	1.5	924.0	3KTP	Q9HCJ0
C	1.0	444.0	x-ray diffraction	3.25	45.0	3ZYJ	Q9HCJ2
A	1.0	145.0	solution nmr	-1.0	71.0	1WG1	Q9HCJ3
A	1.0	384.0	x-ray diffraction	2.1	41.0	4A27	Q9HCJ6
A	1.0	750.0	solution nmr	-1.0	433.0	1UJT	Q9HCK4
A	1.0	2372.0	solution nmr	-1.0	2303.0	2DL6	Q9HCK8
A	1.0	1603.0	x-ray diffraction	1.58	1496.0	4E74	Q9HCM2
A	1.0	143.0	solution nmr	-1.0	19.0	2DIF	Q9HCM9
B	1.0	203.0	x-ray diffraction	2.4	21.0	2GI7	Q9HCN6
A	1.0	339.0	x-ray diffraction	1.75	45.0	2CMW	Q9HCP0
A	1.0	94.0	x-ray diffraction	1.912	51.0	2XUS	Q9HCU9
A	1.0	104.0	solution nmr	-1.0	1.0	2M0R	Q9HCY8
A	1.0	236.0	x-ray diffraction	2.81	107.0	4NBO	Q9HD15
A	1.0	371.0	x-ray diffraction	1.9	284.0	4K72	Q9HD26
A	1.0	464.0	x-ray diffraction	2.81	20.0	3HL2	Q9HD40
F	1.0	196.0	x-ray diffraction	3.4	184.0	2YMB	Q9HD42
A	1.0	2048.0	x-ray diffraction	2.5	883.0	3PZD	Q9HD67
A	1.0	384.0	x-ray diffraction	2.4	253.0	2IT5	Q9NNX6
A	1.0	256.0	x-ray diffraction	2.5	34.0	4N4X	Q9NP55
A	1.0	828.0	x-ray diffraction	2.0	558.0	3NH6	Q9NP58
A	1.0	136.0	solution nmr	-1.0	1.0	2CRW	Q9NP61
A	1.0	106.0	solution nmr	-1.0	1.0	2CQO	Q9NP64
A	1.0	178.0	x-ray diffraction	1.32	2.0	1X3S	Q9NP72
B	1.0	194.0	x-ray diffraction	2.2	3.0	4H3H	Q9NP77
A	1.0	163.0	solution nmr	-1.0	1.0	2LXM	Q9NP79
A	1.0	80.0	solution nmr	-1.0	28.0	2EQP	Q9NP84
A	1.0	494.0	x-ray diffraction	2.1	21.0	4YCX	Q9NP87
A	1.0	175.0	x-ray diffraction	2.2	3.0	2OCB	Q9NP90
A	1.0	208.0	x-ray diffraction	2.5	52.0	3F1R	Q9NP95
A	1.0	96.0	solution nmr	-1.0	1.0	2B95	Q9NP97
A	1.0	135.0	x-ray diffraction	1.47	17.0	1SMO	Q9NP99
A	1.0	397.0	solution nmr	-1.0	174.0	2DMD	Q9NPA5
B	1.0	100.0	x-ray diffraction	2.1	7.0	4DHX	Q9NPA8
A	1.0	228.0	x-ray diffraction	1.8	32.0	2JAU	Q9NPB1
B	1.0	95.0	x-ray diffraction	1.5	14.0	1WMH	Q9NPB6
A	1.0	116.0	x-ray diffraction	2.0	3.0	2Z0B	Q9NPB8
P	1.0	374.0	x-ray diffraction	1.99	369.0	3SPR	Q9NPC2
A	1.0	116.0	x-ray diffraction	2.0	4.0	2VPK	Q9NPC7
B	1.0	241.0	x-ray diffraction	3.35	7.0	2NN6	Q9NPD3
A	1.0	154.0	x-ray diffraction	2.4	1.0	4CCG	Q9NPD8
A	1.0	207.0	x-ray diffraction	1.45	133.0	4IEJ	Q9NPF5
C	1.0	189.0	x-ray diffraction	1.9	20.0	3D85	Q9NPF7
A	1.0	151.0	x-ray diffraction	1.95	1.0	1OJ6	Q9NPG2
D	1.0	142.0	x-ray diffraction	2.25	122.0	4ZBJ	Q9NPG3
B	1.0	348.0	x-ray diffraction	3.3	23.0	3O4O	Q9NPH3
A	1.0	236.0	solution nmr	-1.0	129.0	2I7K	Q9NPI1
C	1.0	582.0	x-ray diffraction	2.31	1.0	2WX3	Q9NPI6
A	1.0	357.0	x-ray diffraction	2.4	159.0	2IQC	Q9NPI8
A	1.0	139.0	x-ray diffraction	2.2	2.0	2H4U	Q9NPJ3
C	1.0	116.0	x-ray diffraction	2.6	102.0	4B6H	Q9NPJ4
A	1.0	323.0	x-ray diffraction	2.0	78.0	2D0J	Q9NPZ5
A	1.0	1094.0	solution nmr	-1.0	23.0	1HDL	Q9NQ38
A	1.0	334.0	solution nmr	-1.0	268.0	2DMQ	Q9NQ69
A	1.0	71.0	solution nmr	-1.0	14.0	2CRE	Q9NQ75
A	1.0	264.0	x-ray diffraction	1.75	2.0	3DCY	Q9NQ88
A	1.0	316.0	solution nmr	-1.0	231.0	2CPD	Q9NQ94
B	1.0	50.0	x-ray diffraction	1.9	12.0	1JDH	Q9NQB0
A	1.0	1114.0	solution nmr	-1.0	1055.0	2G31	Q9NQC3
A	1.0	956.0	solution nmr	-1.0	125.0	1WHM	Q9NQC7
A	1.0	305.0	x-ray diffraction	1.9	2.0	4FU3	Q9NQG5
A	1.0	462.0	x-ray diffraction	2.3	125.0	4NXU	Q9NQG6
A	1.0	239.0	x-ray diffraction	2.1	61.0	2Q3F	Q9NQL2
A	1.0	352.0	x-ray diffraction	1.6	192.0	3F9Z	Q9NQR1
A	1.0	359.0	x-ray diffraction	3.93	58.0	4FOM	Q9NQS3
C	1.0	882.0	x-ray diffraction	1.4	3.0	2QFA	Q9NQS7
D	1.0	235.0	x-ray diffraction	3.35	25.0	2NN6	Q9NQT4
G	1.0	275.0	x-ray diffraction	3.35	17.0	2NN6	Q9NQT5
A	1.0	1771.0	x-ray diffraction	2.95	5.0	3MDB	Q9NQT8
B	1.0	674.0	x-ray diffraction	2.4	11.0	2ODB	Q9NQU5
A	1.0	269.0	x-ray diffraction	1.73	106.0	3RAY	Q9NQV5
A	1.0	335.0	x-ray diffraction	2.5	192.0	3IHX	Q9NQV6
A	1.0	413.0	x-ray diffraction	2.15	195.0	4IJD	Q9NQV7
B	1.0	1113.0	x-ray diffraction	2.09	712.0	4XOI	Q9NQW6
A	1.0	662.0	x-ray diffraction	1.6	46.0	3CTZ	Q9NQW7
A	1.0	181.0	x-ray diffraction	1.6	13.0	1JLJ	Q9NQX3
A	1.0	1742.0	x-ray diffraction	2.95	1359.0	4L8T	Q9NQX4
A	1.0	4818.0	x-ray diffraction	2.01	4521.0	3CEG	Q9NR09
A	1.0	84.0	x-ray diffraction	1.11	1.0	2Q3G	Q9NR12
A	1.0	110.0	solution nmr	-1.0	22.0	2DK6	Q9NR21
G	1.0	239.0	x-ray diffraction	2.7	56.0	1XB1	Q9NR28
A	1.0	710.0	solution nmr	-1.0	617.0	2M3D	Q9NR30
A	1.0	198.0	x-ray diffraction	2.0	13.0	2GAO	Q9NR31
A	1.0	359.0	solution nmr	-1.0	294.0	1WVO	Q9NR45
A	1.0	2561.0	x-ray diffraction	2.3	2074.0	4YPA	Q9NR48
A	1.0	246.0	x-ray diffraction	2.7	11.0	3D2N	Q9NR56
A	1.0	780.0	x-ray diffraction	2.58	99.0	4WGK	Q9NR71
A	1.0	611.0	x-ray diffraction	2.36	171.0	2DX1	Q9NR80
A	1.0	837.0	x-ray diffraction	2.3	49.0	3W3G	Q9NR97
C	1.0	238.0	x-ray diffraction	2.1	216.0	5ANR	Q9NRA8
A	1.0	105.0	x-ray diffraction	1.12	19.0	2GZV	Q9NRD5
A	1.0	562.0	x-ray diffraction	2.5	1.0	2VKT	Q9NRF8
A	1.0	225.0	x-ray diffraction	1.7	7.0	2JBH	Q9NRG1
A	1.0	433.0	x-ray diffraction	2.79	3.0	4YND	Q9NRG4
A	1.0	291.0	x-ray diffraction	2.7	25.0	4B4O	Q9NRG7
A	1.0	724.0	x-ray diffraction	2.9	153.0	4AYX	Q9NRK6
C	1.0	90.0	x-ray diffraction	2.7	71.0	4ZRI	Q9NRM7
A	1.0	308.0	x-ray diffraction	1.93	14.0	2C43	Q9NRN7
B	1.0	280.0	x-ray diffraction	2.5	273.0	3Q5U	Q9NRQ2
A	1.0	1337.0	solution nmr	-1.0	1259.0	2KHX	Q9NRR4
A	1.0	623.0	x-ray diffraction	1.9	282.0	2XSW	Q9NRR6
A	1.0	174.0	x-ray diffraction	1.78	13.0	2E9S	Q9NRW1
A	1.0	190.0	x-ray diffraction	2.15	4.0	3VOW	Q9NRW3
A	1.0	155.0	x-ray diffraction	1.34	1.0	4WOH	Q9NRW4
A	1.0	136.0	solution nmr	-1.0	28.0	2CQM	Q9NRX2
A	1.0	125.0	solution nmr	-1.0	1.0	2OZX	Q9NRX4
C	1.0	101.0	x-ray diffraction	2.0	62.0	4OWT	Q9NRY2
A	1.0	1438.0	x-ray diffraction	1.8	13.0	3C5H	Q9NRY4
A	1.0	165.0	x-ray diffraction	1.9	49.0	2HT9	Q9NS18
A	1.0	206.0	solution nmr	-1.0	75.0	2OWI	Q9NS28
A	1.0	375.0	x-ray diffraction	2.7	24.0	4BN2	Q9NS87
B	1.0	361.0	solution nmr	-1.0	7.0	2MRE	Q9NS91
B	1.0	78.0	x-ray diffraction	2.1	5.0	1M1E	Q9NSA3
A	1.0	361.0	x-ray diffraction	2.9	2.0	3CVF	Q9NSC5
B	1.0	589.0	x-ray diffraction	3.3	1.0	3L4G	Q9NSD9
A	1.0	1423.0	x-ray diffraction	1.74	1317.0	3Q2E	Q9NSI6
A	1.0	292.0	solution nmr	-1.0	230.0	2KEA	Q9NSI8
A	1.0	170.0	x-ray diffraction	1.49	15.0	4P0T	Q9NSP4
A	1.0	344.0	x-ray diffraction	2.14	39.0	4W9X	Q9NSY1
A	1.0	213.0	x-ray diffraction	2.5	6.0	2R55	Q9NSY2
L	1.0	165.0	x-ray diffraction	2.19	153.0	4NAW	Q9NT62
A	1.0	395.0	x-ray diffraction	2.95	120.0	4V1C	Q9NTG7
B	1.0	767.0	x-ray diffraction	1.89	572.0	4U4P	Q9NTJ3
A	1.0	388.0	x-ray diffraction	2.7	16.0	2OHF	Q9NTK5
A	1.0	273.0	x-ray diffraction	2.5	24.0	3IWP	Q9NTM9
A	1.0	184.0	x-ray diffraction	1.65	27.0	3V3L	Q9NTX7
A	1.0	929.0	solution nmr	-1.0	295.0	2CPY	Q9NTZ6
A	1.0	500.0	x-ray diffraction	2.3	184.0	3DZX	Q9NU19
B	1.0	647.0	x-ray diffraction	2.5	639.0	3GLU	Q9NUB1
C	1.0	278.0	x-ray diffraction	2.1	2.0	4FC6	Q9NUI1
A	1.0	64.0	x-ray diffraction	2.95	3.0	3LRA	Q9NUP9
A	1.0	221.0	x-ray diffraction	2.15	29.0	3LXX	Q9NUV9
A	1.0	608.0	x-ray diffraction	1.69	149.0	1JY1	Q9NUW8
A	1.0	299.0	x-ray diffraction	1.8	6.0	3KJO	Q9NUX5
A	1.0	166.0	solution nmr	-1.0	109.0	2CQJ	Q9NV31
A	1.0	164.0	x-ray diffraction	1.8	9.0	5BON	Q9NV35
A	1.0	119.0	solution nmr	-1.0	69.0	2N1D	Q9NV56
B	1.0	372.0	x-ray diffraction	2.2	244.0	2VZI	Q9NVD7
A	1.0	182.0	x-ray diffraction	1.85	18.0	2AL7	Q9NVJ2
A	1.0	254.0	solution nmr	-1.0	168.0	2D9O	Q9NVM6
A	1.0	386.0	x-ray diffraction	2.8	169.0	3LY5	Q9NVP1
D	1.0	154.0	x-ray diffraction	2.31	1.0	5BNX	Q9NVP2
A	1.0	213.0	x-ray diffraction	1.76	1.0	3MX7	Q9NVQ4
A	1.0	336.0	x-ray diffraction	2.8	67.0	4AP2	Q9NVR0
A	1.0	261.0	x-ray diffraction	2.5	48.0	3HY8	Q9NVS9
A	1.0	532.0	x-ray diffraction	3.1	62.0	3PQ1	Q9NVV4
A	1.0	82.0	solution nmr	-1.0	1.0	2JTG	Q9NVV9
A	1.0	255.0	solution nmr	-1.0	158.0	2EQX	Q9NVX7
A	1.0	378.0	x-ray diffraction	2.0	109.0	3ZQS	Q9NW38
A	1.0	304.0	solution nmr	-1.0	227.0	2YTC	Q9NW64
A	1.0	216.0	solution nmr	-1.0	129.0	2ERR	Q9NWB1
A	1.0	90.0	solution nmr	-1.0	37.0	2DHY	Q9NWM3
A	1.0	210.0	x-ray diffraction	1.9	21.0	4MSP	Q9NWM8
A	1.0	174.0	x-ray diffraction	2.45	51.0	4PSI	Q9NWS0
