pdbid	transcript	conflicts	perc_conflicts	range_conflicts	perc_range_conflicts	mismatch_conflicts	perc_mistmatch_conflicts
4HC7	ENST00000379328	95	0.9	0	0	95	0.9
4HC7	ENST00000379328	87	0.92	0	0	87	0.92
1IBC	ENST00000526568	158	0.95	0	0	158	0.95
1IBC	ENST00000525825	160	0.96	0	0	160	0.96
1IBC	ENST00000531166	167	1	167	1	0	0
1IBC	ENST00000534497	163	0.98	34	0.2	129	0.77
1IBC	ENST00000415981	167	1	167	1	0	0
1IBC	ENST00000446369	163	0.98	34	0.2	129	0.77
1IBC	ENST00000353247	167	1	167	1	0	0
1IBC	ENST00000393136	160	0.96	0	0	160	0.96
1IBC	ENST00000526568	88	1	88	1	0	0
1IBC	ENST00000533400	1	0.01	0	0	1	0.01
1IBC	ENST00000436863	1	0.01	0	0	1	0.01
1IBC	ENST00000525825	84	0.95	21	0.24	63	0.72
1IBC	ENST00000531166	88	1	88	1	0	0
1IBC	ENST00000534497	88	1	88	1	0	0
1IBC	ENST00000415981	88	1	88	1	0	0
1IBC	ENST00000446369	88	1	88	1	0	0
1IBC	ENST00000353247	88	1	88	1	0	0
1IBC	ENST00000393136	84	0.95	21	0.24	63	0.72
2BYJ	ENST00000539214	390	0.97	138	0.34	252	0.62
2BYJ	ENST00000539214	390	0.97	138	0.34	252	0.62
2BYJ	ENST00000539214	390	0.97	138	0.34	252	0.62
2BYI	ENST00000216281	203	0.94	0	0	203	0.94
2BYI	ENST00000334701	205	0.95	0	0	205	0.95
2BYH	ENST00000216281	203	0.94	0	0	203	0.94
2BYH	ENST00000334701	205	0.95	0	0	205	0.95
2BYL	ENST00000539214	388	0.96	137	0.34	251	0.62
2BYL	ENST00000539214	388	0.96	137	0.34	251	0.62
2BYL	ENST00000539214	388	0.96	137	0.34	251	0.62
2BYB	ENST00000378069	453	0.91	0	0	453	0.91
2BYB	ENST00000378069	449	0.91	0	0	449	0.91
2BYG	ENST00000376104	86	0.91	0	0	86	0.91
2BYG	ENST00000418306	93	0.99	0	0	93	0.99
2BYG	ENST00000543673	86	0.91	0	0	86	0.91
2BYG	ENST00000280241	92	0.98	0	0	92	0.98
2BYF	ENST00000371380	1	0.01	0	0	1	0.01
2BYF	ENST00000371375	116	1	116	1	0	0
2BYF	ENST00000260766	1	0.01	0	0	1	0.01
2BYF	ENST00000371385	116	1	116	1	0	0
2BYE	ENST00000371375	109	1	109	1	0	0
2BYE	ENST00000371385	109	1	109	1	0	0
2XC5	ENST00000375559	169	0.74	0	0	169	0.74
2XC4	ENST00000375559	169	0.74	0	0	169	0.74
2XC0	ENST00000375559	169	0.74	0	0	169	0.74
3KGR	ENST00000348231	1	0.01	0	0	1	0.01
3KGR	ENST00000474878	95	0.97	0	0	95	0.97
3KGR	ENST00000575213	1	0.01	0	0	1	0.01
3KGR	ENST00000574643	95	0.97	0	0	95	0.97
3KGR	ENST00000474878	94	0.97	0	0	94	0.97
3KGR	ENST00000574643	94	0.97	0	0	94	0.97
3KGR	ENST00000348231	1	0.01	0	0	1	0.01
3KGR	ENST00000474878	95	0.97	0	0	95	0.97
3KGR	ENST00000575213	1	0.01	0	0	1	0.01
3KGR	ENST00000574643	95	0.97	0	0	95	0.97
2XCK	ENST00000342085	260	0.95	0	0	260	0.95
2XCK	ENST00000441549	260	0.95	0	0	260	0.95
2XCK	ENST00000268673	256	0.93	0	0	256	0.93
2XCH	ENST00000342085	262	0.94	0	0	262	0.94
2XCH	ENST00000441549	262	0.94	0	0	262	0.94
2XCH	ENST00000268673	258	0.93	0	0	258	0.93
2Y5L	ENST00000375326	1	0	0	0	1	0
2Y5L	ENST00000415431	1	0	0	0	1	0
2Y5L	ENST00000375326	1	0	0	0	1	0
2Y5L	ENST00000415431	1	0	0	0	1	0
2Y5L	ENST00000375326	1	0	0	0	1	0
2Y5L	ENST00000415431	1	0	0	0	1	0
2Y5L	ENST00000375326	1	0	0	0	1	0
2Y5L	ENST00000415431	1	0	0	0	1	0
2Y5L	ENST00000375326	1	0	0	0	1	0
2Y5L	ENST00000415431	1	0	0	0	1	0
2Y5L	ENST00000375326	1	0	0	0	1	0
2Y5L	ENST00000415431	1	0	0	0	1	0
2Y5L	ENST00000375326	1	0	0	0	1	0
2Y5L	ENST00000415431	1	0	0	0	1	0
2Y5L	ENST00000375326	1	0	0	0	1	0
2Y5L	ENST00000415431	1	0	0	0	1	0
2Y5H	ENST00000375559	168	0.74	0	0	168	0.74
2Y5K	ENST00000375326	1	0	0	0	1	0
2Y5K	ENST00000415431	1	0	0	0	1	0
2Y5K	ENST00000375326	1	0	0	0	1	0
2Y5K	ENST00000415431	1	0	0	0	1	0
2Y5K	ENST00000375326	1	0	0	0	1	0
2Y5K	ENST00000415431	1	0	0	0	1	0
2Y5K	ENST00000375326	1	0	0	0	1	0
2Y5K	ENST00000415431	1	0	0	0	1	0
2Y5F	ENST00000375559	168	0.74	0	0	168	0.74
2Y5G	ENST00000375559	168	0.74	0	0	168	0.74
2Y5B	ENST00000368001	56	0.18	7	0.02	49	0.16
2Y5B	ENST00000368001	57	0.18	8	0.02	49	0.15
1R0P	ENST00000397752	3	0.01	0	0	3	0.01
1R0P	ENST00000318493	276	0.92	0	0	276	0.92
1R0P	ENST00000436117	301	1	301	1	0	0
3UUA	ENST00000456483	228	0.95	64	0.27	164	0.68
3UUA	ENST00000456483	216	0.95	63	0.28	153	0.67
1R0E	ENST00000316626	78	0.23	0	0	78	0.23
1R0E	ENST00000316626	78	0.23	0	0	78	0.23
2K9G	ENST00000379716	64	0.89	0	0	64	0.89
2K9G	ENST00000379698	65	0.9	0	0	65	0.9
2K9C	ENST00000571244	1	0.01	0	0	1	0.01
1CB0	ENST00000580900	9	0.03	0	0	9	0.03
1CB6	NULL	1	NULL	NULL	NULL	NULL	NULL
1CB5	ENST00000261714	1	0	0	0	1	0
1CB5	ENST00000261714	1	0	0	0	1	0
1CB5	ENST00000261714	1	0	0	0	1	0
2K91	ENST00000397262	4	0.13	0	0	4	0.13
2K91	ENST00000250971	4	0.13	0	0	4	0.13
2K91	ENST00000381330	4	0.13	0	0	4	0.13
2A7R	ENST00000420554	313	0.93	0	0	313	0.93
2A7R	ENST00000420554	312	0.93	0	0	312	0.93
2A7R	ENST00000420554	304	0.93	0	0	304	0.93
2A7R	ENST00000420554	295	0.93	0	0	295	0.93
2A7O	ENST00000409792	94	0.94	0	0	94	0.94
2A7L	ENST00000517608	110	0.94	0	0	110	0.94
2A7L	ENST00000419880	109	0.93	0	0	109	0.93
2A7L	ENST00000517608	110	0.94	0	0	110	0.94
2A7L	ENST00000419880	109	0.93	0	0	109	0.93
2A72	ENST00000348120	123	0.94	26	0.2	97	0.74
2A72	ENST00000366563	1	0.01	0	0	1	0.01
2A72	ENST00000366564	1	0.01	0	0	1	0.01
2A72	ENST00000366565	1	0.01	0	0	1	0.01
2A72	ENST00000366562	1	0.01	0	0	1	0.01
2A72	ENST00000407727	1	0.01	0	0	1	0.01
2A72	ENST00000401882	123	0.94	26	0.2	97	0.74
2A72	ENST00000348120	123	0.94	26	0.2	97	0.74
2A72	ENST00000366563	1	0.01	0	0	1	0.01
2A72	ENST00000366564	1	0.01	0	0	1	0.01
2A72	ENST00000366565	1	0.01	0	0	1	0.01
2A72	ENST00000366562	1	0.01	0	0	1	0.01
2A72	ENST00000407727	1	0.01	0	0	1	0.01
2A72	ENST00000401882	123	0.94	26	0.2	97	0.74
2A73	ENST00000245907	1	0	0	0	1	0
2A74	ENST00000245907	1	0	0	0	1	0
1RQ3	ENST00000251595	134	0.95	0	0	134	0.95
1RQ3	ENST00000320868	134	0.95	0	0	134	0.95
1RQ3	ENST00000335295	135	0.92	0	0	135	0.92
1RQ3	ENST00000251595	134	0.95	0	0	134	0.95
1RQ3	ENST00000320868	134	0.95	0	0	134	0.95
1RQ3	ENST00000335295	135	0.92	0	0	135	0.92
2HGT	ENST00000311907	15	1	0	0	15	1
2HGT	ENST00000311907	199	0.87	0	0	199	0.87
2GEE	ENST00000421182	146	0.8	0	0	146	0.8
2GEE	ENST00000323926	5	0.03	0	0	5	0.03
2GEE	ENST00000336916	146	0.8	0	0	146	0.8
2GEE	ENST00000357867	146	0.8	0	0	146	0.8
2GEE	ENST00000354785	5	0.03	0	0	5	0.03
2GEE	ENST00000443816	146	0.8	0	0	146	0.8
2GEE	ENST00000432072	5	0.03	0	0	5	0.03
2GEE	ENST00000356005	146	0.8	0	0	146	0.8
2GEE	ENST00000359671	146	0.8	0	0	146	0.8
2GEE	ENST00000345488	146	0.8	0	0	146	0.8
2GEE	ENST00000357009	146	0.8	0	0	146	0.8
3U4S	ENST00000357647	1	0.14	0	0	1	0.14
3U4S	ENST00000244661	1	0.14	0	0	1	0.14
3U4S	ENST00000540144	1	0.14	0	0	1	0.14
3U4S	ENST00000356476	1	0.14	0	0	1	0.14
3U4S	ENST00000377831	1	0.14	0	0	1	0.14
3U4S	ENST00000360408	1	0.14	0	0	1	0.14
3U4S	ENST00000446824	1	0.14	0	0	1	0.14
3U4S	ENST00000305910	1	0.14	0	0	1	0.14
3U4S	ENST00000369163	1	0.14	0	0	1	0.14
3U4S	ENST00000328488	1	0.14	0	0	1	0.14
3U4S	ENST00000359303	1	0.14	0	0	1	0.14
3U4S	ENST00000357647	1	0.2	0	0	1	0.2
3U4S	ENST00000244661	1	0.2	0	0	1	0.2
3U4S	ENST00000540144	1	0.2	0	0	1	0.2
3U4S	ENST00000356476	1	0.2	0	0	1	0.2
3U4S	ENST00000377831	1	0.2	0	0	1	0.2
3U4S	ENST00000360408	1	0.2	0	0	1	0.2
3U4S	ENST00000446824	1	0.2	0	0	1	0.2
3U4S	ENST00000305910	1	0.2	0	0	1	0.2
3U4S	ENST00000369163	1	0.2	0	0	1	0.2
3U4S	ENST00000328488	1	0.2	0	0	1	0.2
3U4S	ENST00000359303	1	0.2	0	0	1	0.2
2GEH	ENST00000285379	115	0.45	0	0	115	0.45
2GE9	ENST00000308731	112	0.95	0	0	112	0.95
4EGH	ENST00000334701	196	0.94	0	0	196	0.94
4EGI	ENST00000334701	205	0.94	0	0	205	0.94
1RQA	ENST00000251595	134	0.95	0	0	134	0.95
1RQA	ENST00000320868	134	0.95	0	0	134	0.95
1RQA	ENST00000251595	134	0.95	0	0	134	0.95
1RQA	ENST00000320868	134	0.95	0	0	134	0.95
1RQA	ENST00000335295	134	0.92	0	0	134	0.92
1RQA	ENST00000335295	134	0.92	0	0	134	0.92
4EGX	ENST00000498729	161	0.93	0	0	161	0.93
4EGX	ENST00000498729	163	0.93	0	0	163	0.93
4EGX	ENST00000498729	156	0.93	0	0	156	0.93
4EGX	ENST00000498729	157	0.93	0	0	157	0.93
3U4N	ENST00000397262	1	0.03	0	0	1	0.03
3U4N	ENST00000250971	1	0.03	0	0	1	0.03
3U4N	ENST00000381330	1	0.03	0	0	1	0.03
3U4H	ENST00000502843	168	0.69	167	0.68	1	0
3U4H	ENST00000502843	172	0.68	171	0.68	1	0
3U4I	ENST00000502843	167	0.68	166	0.67	1	0
3U4I	ENST00000502843	160	0.67	159	0.66	1	0
1C3D	ENST00000245907	1	0	0	0	1	0
3KRJ	NULL	1	NULL	NULL	NULL	NULL	NULL
3KRL	NULL	1	NULL	NULL	NULL	NULL	NULL
3FVO	NULL	1	NULL	NULL	NULL	NULL	NULL
3FVU	ENST00000320665	333	0.8	50	0.12	283	0.68
3FVU	ENST00000320665	333	0.8	50	0.12	283	0.68
1ORF	ENST00000274306	165	0.74	0	0	165	0.74
3MV8	ENST00000359635	12	0.04	0	0	12	0.04
3MV9	ENST00000359635	12	0.04	0	0	12	0.04
1Z7G	ENST00000298556	186	0.93	0	0	186	0.93
1Z7G	ENST00000298556	188	0.94	0	0	188	0.94
1Z7G	ENST00000298556	191	0.94	0	0	191	0.94
1Z7G	ENST00000298556	191	0.95	0	0	191	0.95
3MV7	ENST00000359635	12	0.04	0	0	12	0.04
3MV5	ENST00000554581	1	0	0	0	1	0
3MV5	ENST00000407796	1	0	0	0	1	0
3MV5	ENST00000349310	1	0	0	0	1	0
3MV5	ENST00000402615	1	0	0	0	1	0
3MV5	ENST00000555528	1	0	0	0	1	0
3MV5	ENST00000554848	1	0	0	0	1	0
1Z7X	ENST00000534797	430	0.93	0	0	430	0.93
1Z7X	ENST00000397615	430	0.93	0	0	430	0.93
1Z7X	ENST00000397604	430	0.93	0	0	430	0.93
1Z7X	ENST00000533410	430	0.93	0	0	430	0.93
1Z7X	ENST00000438658	430	0.93	0	0	430	0.93
1Z7X	ENST00000354420	430	0.93	0	0	430	0.93
1Z7X	ENST00000356187	430	0.93	0	0	430	0.93
1Z7X	ENST00000397614	430	0.93	0	0	430	0.93
1Z7X	ENST00000534797	430	0.93	0	0	430	0.93
1Z7X	ENST00000397615	430	0.93	0	0	430	0.93
1Z7X	ENST00000397604	430	0.93	0	0	430	0.93
1Z7X	ENST00000533410	430	0.93	0	0	430	0.93
1Z7X	ENST00000438658	430	0.93	0	0	430	0.93
1Z7X	ENST00000354420	430	0.93	0	0	430	0.93
1Z7X	ENST00000356187	430	0.93	0	0	430	0.93
1Z7X	ENST00000397614	430	0.93	0	0	430	0.93
1Z7Z	ENST00000264832	2	0	0	0	2	0
1MOX	ENST00000420316	121	0.24	119	0.24	2	0
1MOX	ENST00000420316	122	0.24	120	0.24	2	0
1MOX	ENST00000445399	48	0.98	0	0	48	0.98
1MOX	ENST00000418333	48	0.98	0	0	48	0.98
1MOX	ENST00000445399	47	0.98	0	0	47	0.98
1MOX	ENST00000418333	47	0.98	0	0	47	0.98
3MVH	ENST00000554581	1	0	0	0	1	0
3MVH	ENST00000407796	1	0	0	0	1	0
3MVH	ENST00000349310	1	0	0	0	1	0
3MVH	ENST00000402615	1	0	0	0	1	0
3MVH	ENST00000555528	1	0	0	0	1	0
3MVH	ENST00000554848	1	0	0	0	1	0
3MVL	ENST00000229795	14	0.04	0	0	14	0.04
3MVL	ENST00000310795	99	0.29	46	0.14	53	0.16
3MVL	ENST00000229795	14	0.04	0	0	14	0.04
3MVL	ENST00000310795	99	0.29	46	0.14	53	0.16
1Z78	ENST00000260356	1	0	0	0	1	0
3BD9	ENST00000312719	1	0	0	0	1	0
3BD9	ENST00000411826	1	0	0	0	1	0
3BD0	ENST00000426310	233	0.8	23	0.08	210	0.72
3BD0	ENST00000426310	233	0.8	23	0.08	210	0.72
3BD0	ENST00000426310	233	0.8	23	0.08	210	0.72
3BD0	ENST00000426310	233	0.8	23	0.08	210	0.72
1P9A	ENST00000329125	1	0	0	0	1	0
1P9O	ENST00000372561	2	0.01	0	0	2	0.01
1P9O	ENST00000372561	2	0.01	0	0	2	0.01
1P9J	NULL	1	NULL	NULL	NULL	NULL	NULL
1P93	ENST00000394464	2	0.01	0	0	2	0.01
1P93	ENST00000415690	48	0.19	34	0.14	14	0.06
1P93	ENST00000504572	224	0.91	0	0	224	0.91
1P93	ENST00000394466	224	0.91	0	0	224	0.91
1P93	ENST00000231509	224	0.91	0	0	224	0.91
1P93	ENST00000503201	2	0.01	0	0	2	0.01
1P93	ENST00000343796	2	0.01	0	0	2	0.01
1P93	ENST00000424646	234	0.95	25	0.1	209	0.85
1P93	ENST00000394464	2	0.01	0	0	2	0.01
1P93	ENST00000415690	48	0.2	34	0.14	14	0.06
1P93	ENST00000504572	222	0.91	0	0	222	0.91
1P93	ENST00000394466	222	0.91	0	0	222	0.91
1P93	ENST00000231509	222	0.91	0	0	222	0.91
1P93	ENST00000503201	2	0.01	0	0	2	0.01
1P93	ENST00000343796	2	0.01	0	0	2	0.01
1P93	ENST00000424646	232	0.95	25	0.1	207	0.84
1P93	ENST00000394464	2	0.01	0	0	2	0.01
1P93	ENST00000415690	48	0.19	34	0.14	14	0.06
1P93	ENST00000504572	224	0.91	0	0	224	0.91
1P93	ENST00000394466	224	0.91	0	0	224	0.91
1P93	ENST00000231509	224	0.91	0	0	224	0.91
1P93	ENST00000503201	2	0.01	0	0	2	0.01
1P93	ENST00000343796	2	0.01	0	0	2	0.01
1P93	ENST00000424646	234	0.95	25	0.1	209	0.85
1P93	ENST00000394464	2	0.01	0	0	2	0.01
1P93	ENST00000415690	48	0.19	34	0.14	14	0.06
1P93	ENST00000504572	224	0.91	0	0	224	0.91
1P93	ENST00000394466	224	0.91	0	0	224	0.91
1P93	ENST00000231509	224	0.91	0	0	224	0.91
1P93	ENST00000503201	2	0.01	0	0	2	0.01
1P93	ENST00000343796	2	0.01	0	0	2	0.01
1P93	ENST00000424646	234	0.95	25	0.1	209	0.85
3BDW	ENST00000381908	69	0.56	0	0	69	0.56
3BDW	ENST00000350274	116	0.94	31	0.25	85	0.69
3BDW	ENST00000408006	111	0.96	17	0.15	94	0.81
3BDW	ENST00000347831	111	0.96	17	0.15	94	0.81
3BDW	ENST00000381908	69	0.57	0	0	69	0.57
3BDW	ENST00000350274	115	0.94	31	0.25	84	0.69
3BDW	ENST00000408006	111	0.96	17	0.15	94	0.81
3BDW	ENST00000347831	111	0.96	17	0.15	94	0.81
1YEU	ENST00000251595	134	0.95	0	0	134	0.95
1YEU	ENST00000320868	134	0.95	0	0	134	0.95
1YEU	ENST00000251595	134	0.95	0	0	134	0.95
1YEU	ENST00000320868	134	0.95	0	0	134	0.95
1YEU	ENST00000335295	134	0.92	0	0	134	0.92
1YEU	ENST00000335295	134	0.92	0	0	134	0.92
1YET	ENST00000216281	201	0.94	0	0	201	0.94
1YET	ENST00000334701	203	0.95	0	0	203	0.95
1YEV	ENST00000251595	131	0.95	0	0	131	0.95
1YEV	ENST00000320868	131	0.95	0	0	131	0.95
1YEV	ENST00000251595	131	0.95	0	0	131	0.95
1YEV	ENST00000320868	131	0.95	0	0	131	0.95
1YEV	ENST00000335295	134	0.92	0	0	134	0.92
1YEV	ENST00000335295	134	0.92	0	0	134	0.92
1YEQ	ENST00000251595	134	0.95	0	0	134	0.95
1YEQ	ENST00000320868	134	0.95	0	0	134	0.95
1YEQ	ENST00000251595	134	0.95	0	0	134	0.95
1YEQ	ENST00000320868	134	0.95	0	0	134	0.95
1YEQ	ENST00000335295	134	0.92	0	0	134	0.92
1YEQ	ENST00000335295	134	0.92	0	0	134	0.92
1YES	ENST00000216281	201	0.94	0	0	201	0.94
1YES	ENST00000334701	203	0.95	0	0	203	0.95
1YER	ENST00000216281	198	0.96	0	0	198	0.96
1YER	ENST00000334701	197	0.95	0	0	197	0.95
1DGK	ENST00000359426	4	0	0	0	4	0
1DGK	ENST00000404387	847	0.94	0	0	847	0.94
1DGK	ENST00000360289	853	0.95	8	0.01	845	0.94
1DGK	ENST00000298649	843	0.94	0	0	843	0.94
1DGH	ENST00000241052	479	0.96	0	0	479	0.96
1DGH	ENST00000241052	479	0.96	0	0	479	0.96
1DGH	ENST00000241052	480	0.96	0	0	480	0.96
1DGH	ENST00000241052	479	0.96	0	0	479	0.96
1YEO	ENST00000251595	134	0.95	0	0	134	0.95
1YEO	ENST00000320868	134	0.95	0	0	134	0.95
1YEO	ENST00000251595	134	0.95	0	0	134	0.95
1YEO	ENST00000320868	134	0.95	0	0	134	0.95
1YEO	ENST00000335295	134	0.92	0	0	134	0.92
1YEO	ENST00000335295	134	0.92	0	0	134	0.92
1YEN	ENST00000251595	131	0.95	0	0	131	0.95
1YEN	ENST00000320868	131	0.95	0	0	131	0.95
1YEN	ENST00000251595	131	0.95	0	0	131	0.95
1YEN	ENST00000320868	131	0.95	0	0	131	0.95
1YEN	ENST00000335295	134	0.92	0	0	134	0.92
1YEN	ENST00000335295	134	0.92	0	0	134	0.92
1YE1	ENST00000251595	134	0.95	0	0	134	0.95
1YE1	ENST00000320868	134	0.95	0	0	134	0.95
1YE1	ENST00000251595	134	0.95	0	0	134	0.95
1YE1	ENST00000320868	134	0.95	0	0	134	0.95
1YE1	ENST00000335295	134	0.92	0	0	134	0.92
1YE1	ENST00000335295	134	0.92	0	0	134	0.92
1YE0	ENST00000251595	134	0.95	0	0	134	0.95
1YE0	ENST00000320868	134	0.95	0	0	134	0.95
1YE0	ENST00000251595	134	0.95	0	0	134	0.95
1YE0	ENST00000320868	134	0.95	0	0	134	0.95
1YE0	ENST00000335295	134	0.92	0	0	134	0.92
1YE0	ENST00000335295	134	0.92	0	0	134	0.92
1YE2	ENST00000251595	134	0.95	0	0	134	0.95
1YE2	ENST00000320868	134	0.95	0	0	134	0.95
1YE2	ENST00000251595	134	0.95	0	0	134	0.95
1YE2	ENST00000320868	134	0.95	0	0	134	0.95
1YE2	ENST00000335295	134	0.92	0	0	134	0.92
1YE2	ENST00000335295	134	0.92	0	0	134	0.92
1DG3	ENST00000370473	3	0.01	0	0	3	0.01
1DG6	ENST00000241261	1	0.01	0	0	1	0.01
1DG6	ENST00000420541	149	1	149	1	0	0
4IQ6	ENST00000316626	77	0.24	0	0	77	0.24
4IQ6	ENST00000316626	77	0.23	0	0	77	0.23
1WSR	ENST00000458307	275	0.74	43	0.12	232	0.63
1WSR	ENST00000538581	349	0.94	55	0.15	294	0.79
1WSR	ENST00000458307	275	0.74	43	0.12	232	0.63
1WSR	ENST00000538581	349	0.94	55	0.15	294	0.79
2R83	ENST00000393240	1	0	0	0	1	0
2R83	ENST00000261205	1	0	0	0	1	0
2R83	ENST00000552744	1	0	0	0	1	0
2R83	ENST00000393240	1	0	0	0	1	0
2R83	ENST00000261205	1	0	0	0	1	0
2R83	ENST00000552744	1	0	0	0	1	0
2NNV	ENST00000285379	117	0.45	0	0	117	0.45
2NNT	ENST00000296702	1	0.03	0	0	1	0.03
2NNT	ENST00000394421	28	0.93	0	0	28	0.93
2NNT	ENST00000296702	1	0.03	0	0	1	0.03
2NNT	ENST00000394421	28	0.93	0	0	28	0.93
2NNT	ENST00000296702	1	0.03	0	0	1	0.03
2NNT	ENST00000394421	28	0.93	0	0	28	0.93
2NNT	ENST00000296702	1	0.03	0	0	1	0.03
2NNT	ENST00000394421	28	0.93	0	0	28	0.93
2NNU	ENST00000371835	20	1	20	1	0	0
2NNS	ENST00000285379	117	0.45	0	0	117	0.45
2NNQ	ENST00000256104	123	0.94	0	0	123	0.94
2NNX	ENST00000270142	145	0.95	0	0	145	0.95
2NNX	ENST00000270142	145	0.95	0	0	145	0.95
2NNX	ENST00000270142	145	0.95	0	0	145	0.95
2NNX	ENST00000270142	145	0.95	0	0	145	0.95
2NNY	ENST00000392668	122	0.95	0	0	122	0.95
2NNY	ENST00000319397	2	0.02	0	0	2	0.02
2NNY	ENST00000526145	127	0.98	82	0.64	45	0.35
2NNY	ENST00000345075	127	0.98	82	0.64	45	0.35
2NNY	ENST00000392668	122	0.95	0	0	122	0.95
2NNY	ENST00000319397	2	0.02	0	0	2	0.02
2NNY	ENST00000526145	127	0.98	82	0.64	45	0.35
2NNY	ENST00000345075	127	0.98	82	0.64	45	0.35
2NNG	ENST00000285379	116	0.45	0	0	116	0.45
2NNA	ENST00000383251	49	0.27	0	0	49	0.27
2NNA	ENST00000399675	49	0.27	0	0	49	0.27
2NNA	ENST00000399678	49	0.27	0	0	49	0.27
2NNA	ENST00000418023	164	0.91	0	0	164	0.91
2NNA	ENST00000444296	164	0.91	0	0	164	0.91
2NNA	ENST00000343139	166	0.92	0	0	166	0.92
2NNA	ENST00000395363	166	0.92	0	0	166	0.92
2NNA	ENST00000374949	166	0.92	0	0	166	0.92
2NNO	ENST00000285379	117	0.45	0	0	117	0.45
2NNJ	ENST00000535898	443	0.96	102	0.22	341	0.74
2NNH	ENST00000535898	443	0.96	102	0.22	341	0.74
2NNH	ENST00000535898	443	0.96	102	0.22	341	0.74
2NNI	ENST00000535898	443	0.96	102	0.22	341	0.74
1PSO	ENST00000312403	3	0.01	0	0	3	0.01
1F68	ENST00000564173	1	0.01	0	0	1	0.01
1F68	ENST00000225916	1	0.01	0	0	1	0.01
1F6W	ENST00000372080	501	0.94	0	0	501	0.94
1F6W	ENST00000351304	120	0.23	0	0	120	0.23
1F6A	ENST00000368115	4	0.02	0	0	4	0.02
2NN6	NULL	1	NULL	NULL	NULL	NULL	NULL
2NN7	ENST00000523953	245	0.95	0	0	245	0.95
2NN7	ENST00000523022	245	0.95	0	0	245	0.95
2NN7	ENST00000256119	245	0.95	0	0	245	0.95
2NN7	ENST00000431316	245	0.95	0	0	245	0.95
2NN7	ENST00000542576	245	0.95	0	0	245	0.95
2NN7	ENST00000432364	245	0.95	0	0	245	0.95
2NN7	ENST00000523953	244	0.95	0	0	244	0.95
2NN7	ENST00000523022	244	0.95	0	0	244	0.95
2NN7	ENST00000256119	244	0.95	0	0	244	0.95
2NN7	ENST00000431316	244	0.95	0	0	244	0.95
2NN7	ENST00000542576	244	0.95	0	0	244	0.95
2NN7	ENST00000432364	244	0.95	0	0	244	0.95
2NN1	ENST00000523953	245	0.95	0	0	245	0.95
2NN1	ENST00000523022	245	0.95	0	0	245	0.95
2NN1	ENST00000256119	245	0.95	0	0	245	0.95
2NN1	ENST00000431316	245	0.95	0	0	245	0.95
2NN1	ENST00000542576	245	0.95	0	0	245	0.95
2NN1	ENST00000432364	245	0.95	0	0	245	0.95
2NN1	ENST00000523953	244	0.95	0	0	244	0.95
2NN1	ENST00000523022	244	0.95	0	0	244	0.95
2NN1	ENST00000256119	244	0.95	0	0	244	0.95
2NN1	ENST00000431316	244	0.95	0	0	244	0.95
2NN1	ENST00000542576	244	0.95	0	0	244	0.95
2NN1	ENST00000432364	244	0.95	0	0	244	0.95
3JPX	ENST00000327320	39	0.11	39	0.11	0	0
3JPX	ENST00000351625	111	0.31	0	0	111	0.31
2NN8	ENST00000254301	130	0.94	0	0	130	0.94
3JPV	ENST00000373509	263	0.96	83	0.3	180	0.66
4FRS	ENST00000428381	282	0.73	14	0.04	268	0.69
4FRS	ENST00000513780	241	0.62	0	0	241	0.62
4FRS	ENST00000445823	284	0.74	0	0	284	0.74
4FRS	ENST00000428381	282	0.73	14	0.04	268	0.69
4FRS	ENST00000513780	241	0.62	0	0	241	0.62
4FRS	ENST00000445823	284	0.73	0	0	284	0.73
3CZ9	ENST00000338639	1	0.01	0	0	1	0.01
3CZ9	ENST00000493678	1	0.01	0	0	1	0.01
3CZ9	ENST00000377491	1	0.01	0	0	1	0.01
3CZ9	ENST00000377488	1	0.01	0	0	1	0.01
4FRI	ENST00000428381	271	0.73	15	0.04	256	0.69
4FRI	ENST00000513780	229	0.62	0	0	229	0.62
4FRI	ENST00000445823	272	0.73	0	0	272	0.73
4FRJ	ENST00000428381	271	0.73	14	0.04	257	0.69
4FRJ	ENST00000513780	230	0.62	0	0	230	0.62
4FRJ	ENST00000445823	273	0.73	0	0	273	0.73
4FRK	ENST00000428381	268	0.73	14	0.04	254	0.69
4FRK	ENST00000513780	226	0.61	0	0	226	0.61
4FRK	ENST00000445823	269	0.73	0	0	269	0.73
1N46	ENST00000280696	229	0.92	0	0	229	0.92
1N46	ENST00000415021	248	1	248	1	0	0
1N46	ENST00000447875	248	1	248	1	0	0
1N46	ENST00000280696	220	0.92	0	0	220	0.92
1N46	ENST00000415021	239	1	239	1	0	0
1N46	ENST00000447875	239	1	239	1	0	0
1ZKN	ENST00000360047	319	0.96	41	0.12	278	0.83
1ZKN	ENST00000507116	315	0.94	0	0	315	0.94
1ZKN	ENST00000358923	325	0.97	207	0.62	118	0.35
1ZKN	ENST00000317118	331	0.99	196	0.59	135	0.4
1ZKN	ENST00000503258	317	0.95	35	0.1	282	0.84
1ZKN	ENST00000405755	316	0.95	27	0.08	289	0.87
1ZKN	ENST00000502484	309	0.93	0	0	309	0.93
1ZKN	ENST00000309641	334	1	334	1	0	0
1ZKN	ENST00000502575	334	1	334	1	0	0
1ZKN	ENST00000546160	309	0.93	0	0	309	0.93
1ZKN	ENST00000360047	312	0.95	41	0.13	271	0.83
